Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL2418788,CSc1nnc(-c2ccc3[nH]cnc3c2)o1,4.68
CHEMBL2418790,CCCCCCCCSc1nnc(-c2ccc3[nH]cnc3c2)o1,4.82
CHEMBL2418789,CCSc1nnc(-c2ccc3[nH]cnc3c2)o1,4.92
CHEMBL3941653,Sc1nnc(-c2ccc3[nH]cnc3c2)o1,5.109999999999999
CHEMBL2418791,C=CCSc1nnc(-c2ccc3[nH]cnc3c2)o1,5.21
CHEMBL2418787,CN(C)C(=O)CSc1nnc(-c2ccc3[nH]cnc3c2)o1,5.58
CHEMBL2418786,OCCSc1nnc(-c2ccc3[nH]cnc3c2)o1,5.69
CHEMBL4086721,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCCNc1ncc(F)cn1,7.73
CHEMBL4059704,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCCNc1ncccn1,7.76
CHEMBL3642575,CSc1ccc(CN(Cc2ccc(N(C)C)cc2)c2ccc3nc[nH]c3c2)cc1,5.68
CHEMBL3642574,COc1cc(F)c(CN(Cc2ccc(SC)cc2)c2ccc3nc[nH]c3c2)cc1OC,5.88
CHEMBL3642568,COc1cccc(CN(Cc2cccc(OC)c2)c2ccc3nc[nH]c3c2)c1,5.885
CHEMBL3642567,Cc1ccc(CN(Cc2ccc(C)cc2)c2ccc3nc[nH]c3c2)cc1,5.93
CHEMBL3642573,COc1cc(CN(Cc2ccc(SC)cc2)c2ccc3nc[nH]c3c2)cc(OC)c1,5.975
CHEMBL3642569,CSc1ccc(CN(Cc2ccccc2)c2ccc3nc[nH]c3c2)cc1,6.0
CHEMBL3642570,CSc1ccc(CN(Cc2ccc(C)cc2)c2ccc3nc[nH]c3c2)cc1,6.015
CHEMBL3642572,COc1cccc(CN(Cc2ccc(SC)cc2)c2ccc3nc[nH]c3c2)c1,6.035
CHEMBL3642571,COc1ccc(CN(Cc2ccc(SC)cc2)c2ccc3nc[nH]c3c2)cc1,6.145
CHEMBL4063399,Cc1cn(CCCNc2ccccc2-c2cccc(F)c2)cn1,4.81
CHEMBL4073798,Fc1ccc(-c2ccccc2NCCCn2ccnc2)cc1,5.52
CHEMBL4078102,COc1ccc(-c2ccc(C)cc2NCCCn2cnc(C)c2)cc1OC,5.59
CHEMBL4083232,COc1ccc(-c2ccccc2NCCCn2ccnc2)cc1OC,5.675
CHEMBL4073041,Cc1ccc(-c2ccc(F)cc2)c(NCCCn2cnc(C)c2)c1,5.79
CHEMBL4068968,Fc1ccc(-c2c(F)cccc2NCCCn2ccnc2)cc1,5.81
CHEMBL4064101,COc1ccc(-c2cccc(F)c2NCCCn2ccnc2)cc1OC,5.86
CHEMBL4102373,COc1ccc(-c2cc(C)ccc2NCCCn2cnc(C)c2)cc1OC,6.03
CHEMBL4068882,COc1ccc(-c2ccccc2NCCCn2cnc(C)c2)cc1OC,6.05
CHEMBL4083469,Cc1cn(CCCNc2cccc(F)c2-c2ccc(F)cc2)cn1,6.06
CHEMBL4076098,Cc1cccc(NCCCn2ccnc2)c1-c1ccc(F)cc1,6.08
CHEMBL4101461,Cc1cn(CCCNc2cccc(C)c2-c2ccc(F)cc2)cn1,6.1
CHEMBL4064459,COc1ccc(-c2c(C)cccc2NCCCn2cnc(C)c2)cc1OC,6.16
CHEMBL4081943,COc1ccc(-c2c(C)cccc2NCCCn2ccnc2)cc1OC,6.19
CHEMBL4102009,COc1ccc(-c2cccc(F)c2NCCCn2cnc(C)c2)cc1OC,6.3
CHEMBL4093740,Cc1cn(CCCNc2ccccc2-c2ccc(F)cc2)cn1,6.59
CHEMBL4585964,COc1ccc(N(Cc2cccc(F)c2)C(=O)NCCCn2cncc2C)cc1OC,7.69
CHEMBL5084322,COc1cc(N(Cc2ccc(F)cc2)C(=O)NCCCn2cncc2C)ccc1OCCN(C)C,7.74
CHEMBL4452351,COc1ccc(N(Cc2ccccc2)C(=O)NCCCn2cncc2C)cc1OC,7.88
CHEMBL4475906,COc1ccc(N(Cc2cccc(Cl)c2)C(=O)NCCCn2cncc2C)cc1OC,7.89
CHEMBL4520053,COc1ccc(N(Cc2ccc(Cl)cc2)C(=O)NCCCn2cncc2C)cc1OC,7.9
CHEMBL5090870,COc1cc(N(Cc2ccc(F)cc2)C(=O)NCCCn2cncc2C)ccc1OCCCN(C)C,7.92
CHEMBL5082884,COc1cc(N(Cc2ccc(F)cc2)C(=O)NCCCn2cncc2C)ccc1OCCCCN(C)C,8.1
CHEMBL4448303,COc1ccc(N(Cc2ccc(F)cc2)C(=O)NCCCn2cncc2C)cc1OC,8.41
CHEMBL5077524,COc1cc(N(Cc2ccccc2)C(=O)NCc2ccc3[nH]cnc3c2)ccc1OCCCCc1ccnc(N)c1,7.67
CHEMBL5088100,COc1cc(N(Cc2ccc(F)cc2)C(=O)NCc2ccc3[nH]cnc3c2)ccc1OCCCCc1ccnc(N)c1,8.47
CHEMBL5181839,COc1cc(Cn2cnc3cc(-c4nnc(N)s4)ccc32)ccc1OCCCc1ccccn1,7.75
CHEMBL2392779,Cc1cncn1CCCNC(=S)Nc1ccc2cccnc2c1,6.12
CHEMBL5268584,Cc1cncn1CCCNC(=O)N(CC1CCCCC1)c1ccc2nn(C)c(C)c2c1,7.5
CHEMBL2418765,c1ccc(CCc2nnc(-c3ccc4[nH]cnc4c3)[nH]2)cc1,5.66
CHEMBL4205893,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCC(=O)NC1CCNCC1,8.26
CHEMBL4099260,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCc1ccc(N)cc1,8.11
CHEMBL5072318,COc1cc(C2(C(=O)NCc3ccc4[nH]cnc4c3)CC2)ccc1OCCCCc1ccnc(N)c1,7.38
CHEMBL203202,S=C(NCCCn1ccnc1)Nc1ccc2c(c1)OCCO2,5.95
CHEMBL2392817,Cc1cncn1CCCNC(=S)Nc1ccc2c(c1)OCCO2,7.24
CHEMBL4102431,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCCCC1CCN(C)CC1,7.91
CHEMBL4082802,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCCCC1CCNCC1,8.11
CHEMBL2392793,Cc1cncn1CCCNC(=S)Nc1ccc2ccccc2n1,6.47
CHEMBL5277759,Cc1nn(C)c2ccc(N(Cc3cccnc3)C(=O)NCCCn3cncc3C)cc12,7.88
CHEMBL568072,Cc1cn(CCCN/C(=N\C#N)Nc2ccc3c(c2)OCCO3)cn1,5.78
CHEMBL567615,N#C/N=C(\NCCCn1ccnc1)Nc1ccc2c(c1)OCCO2,6.21
CHEMBL574356,Cc1cncn1CCCN/C(=N\C#N)Nc1ccc2c(c1)OCCO2,6.89
CHEMBL4065376,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCN1CCCCC1,7.61
CHEMBL3659482,COc1ccc([C@H]2c3ccccc3C(=O)N2c2ccc3nc[nH]c3c2)cc1OC,6.9
CHEMBL3659483,CCCOc1ccc([C@H]2c3ccccc3C(=O)N2c2ccc3nc[nH]c3c2)cc1,6.925000000000001
CHEMBL2392784,Cc1cncn1CCCNC(=S)Nc1ccc2nccnc2c1,5.52
CHEMBL4062616,COc1cc(NC(=S)NCCCn2cncc2C)ccc1OCCN1CCOCC1,7.9
CHEMBL3659477,CCCOc1ccc([C@H]2CNC(=O)N2c2ccc3[nH]cnc3c2)cc1,7.22
CHEMBL3956476,c1cncc(CSc2nnc(-c3ccc4[nH]cnc4c3)o2)c1,5.025
CHEMBL5076908,COc1cc(N(C(=O)NCc2ccc3[nH]cnc3c2)C2CCCCC2)ccc1OCCCCc1ccnc(N)c1,8.4
